,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,y
405,8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,9.61,9.45,17.74,0.71,1.02,1.13,1.14,1.17,1.1,2.35,2.96,1.94,0.55,0.82,0.85,22.26,11.19,11.09,25.19,25.91,25.97,1.86,2.39,2.4,4.0,3.37,3.38,1.76,1.44,2.31,10.51,10.86,20.77,6
406,9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,10.71,10.55,19.94,0.97,1.15,1.39,1.15,1.18,1.12,3.45,5.16,3.04,0.55,0.83,0.85,18.26,9.19,9.09,28.19,28.91,28.97,1.87,2.4,2.41,3.88,3.25,3.26,1.54,1.33,2.09,11.21,11.56,22.17,6
407,12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,12.91,12.75,24.34,0.87,1.1,1.29,1.34,1.37,1.5,3.95,6.16,3.54,0.61,0.89,0.88,24.26,12.19,12.09,30.19,30.91,30.97,1.87,2.4,2.41,3.82,3.19,3.2,1.5,1.31,2.05,11.21,11.56,22.17,7
408,10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,11.31,11.15,21.14,0.77,1.05,1.19,1.26,1.29,1.34,4.65,7.56,4.24,0.78,1.05,0.96,12.26,6.19,6.09,16.19,16.91,16.97,1.87,2.39,2.4,3.83,3.2,3.21,1.64,1.38,2.19,11.71,12.06,23.17,6
409,12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,13.41,13.25,25.34,1.01,1.17,1.43,1.17,1.2,1.16,5.45,9.16,5.04,0.57,0.84,0.86,52.26,26.19,26.09,49.19,49.91,49.97,1.87,2.4,2.41,3.69,3.06,3.07,1.38,1.25,1.93,10.01,10.36,19.77,4
410,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,9.91,9.75,18.34,0.95,1.14,1.37,1.02,1.05,0.86,3.45,5.16,3.04,0.59,0.86,0.87,52.26,26.19,26.09,86.19,86.91,86.97,1.87,2.4,2.41,4.02,3.39,3.4,1.48,1.3,2.03,9.91,10.26,19.57,6
411,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,10.01,9.85,18.54,0.99,1.16,1.41,1.03,1.06,0.88,3.35,4.96,2.94,0.59,0.86,0.87,46.26,23.19,23.09,78.19,78.91,78.97,1.87,2.4,2.41,4.02,3.39,3.4,1.48,1.3,2.03,9.91,10.26,19.57,5
412,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,8.01,7.85,14.54,1.56,1.45,1.98,0.84,0.87,0.5,2.85,3.96,2.44,0.63,0.9,0.89,30.26,15.19,15.09,77.19,77.91,77.97,1.86,2.39,2.4,3.91,3.28,3.29,1.52,1.32,2.07,9.71,10.06,19.17,5
413,9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,10.81,10.65,20.14,0.89,1.11,1.31,1.21,1.24,1.24,7.65,13.56,7.24,0.62,0.9,0.88,12.26,6.19,6.09,19.19,19.91,19.97,1.87,2.4,2.41,3.91,3.28,3.29,1.88,1.5,2.43,12.11,12.46,23.97,7
414,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,9.71,9.55,17.94,1.13,1.23,1.55,1.02,1.05,0.86,3.65,5.56,3.24,0.6,0.88,0.87,48.26,24.19,24.09,122.19,122.91,122.97,1.87,2.4,2.41,3.9,3.27,3.28,1.46,1.29,2.01,9.91,10.26,19.57,5
415,8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,9.51,9.35,17.54,1.54,1.44,1.96,0.92,0.95,0.66,7.55,13.36,7.14,0.66,0.94,0.9,62.26,31.19,31.09,134.19,134.91,134.97,1.87,2.4,2.41,3.96,3.33,3.34,2.38,1.75,2.93,9.71,10.06,19.17,5
416,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,11.51,11.35,21.54,1.05,1.19,1.47,1.32,1.35,1.46,3.15,4.56,2.74,0.65,0.93,0.9,12.26,6.19,6.09,20.19,20.91,20.97,1.87,2.39,2.4,3.9,3.27,3.28,1.56,1.34,2.11,12.11,12.46,23.97,6
417,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,7.91,7.75,14.34,1.25,1.29,1.67,0.8,0.83,0.42,2.85,3.96,2.44,0.61,0.89,0.88,68.26,34.19,34.09,124.19,124.91,124.97,1.86,2.39,2.4,4.08,3.45,3.46,1.2,1.16,1.75,10.91,11.26,21.57,5
418,11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,12.81,12.65,24.14,0.85,1.09,1.27,1.19,1.22,1.2,2.95,4.16,2.54,0.67,0.95,0.91,14.26,7.19,7.09,20.19,20.91,20.97,1.87,2.4,2.41,3.88,3.25,3.26,1.76,1.44,2.31,10.81,11.16,21.37,6
419,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,7.71,7.55,13.94,1.63,1.48,2.05,0.68,0.71,0.18,2.75,3.76,2.34,0.56,0.84,0.85,68.26,34.19,34.09,52.19,52.91,52.97,1.87,2.4,2.41,4.26,3.63,3.64,1.6,1.36,2.15,10.31,10.66,20.37,5
420,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,10.41,10.25,19.34,1.21,1.27,1.63,1.01,1.04,0.84,3.35,4.96,2.94,0.61,0.88,0.88,70.26,35.19,35.09,67.19,67.91,67.97,1.87,2.39,2.4,3.92,3.29,3.3,1.7,1.41,2.25,12.21,12.56,24.17,7
421,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.51,7.35,13.54,1.77,1.55,2.19,0.71,0.74,0.24,3.25,4.76,2.84,0.55,0.82,0.85,64.26,32.19,32.09,48.19,48.91,48.97,1.86,2.39,2.4,4.16,3.53,3.54,1.36,1.24,1.91,12.71,13.06,25.17,7
422,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,8.61,8.45,15.74,2.01,1.67,2.43,0.88,0.91,0.58,2.95,4.16,2.54,0.52,0.8,0.83,30.26,15.19,15.09,60.19,60.91,60.97,1.86,2.39,2.4,4.0,3.37,3.38,1.12,1.12,1.67,11.31,11.66,22.37,5
423,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,11.41,11.25,21.34,0.57,0.95,0.99,1.15,1.18,1.12,3.05,4.36,2.64,0.56,0.84,0.85,12.26,6.19,6.09,24.19,24.91,24.97,1.87,2.4,2.41,3.79,3.16,3.17,2.04,1.58,2.59,11.41,11.76,22.57,7
424,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,8.61,8.45,15.74,2.01,1.67,2.43,0.88,0.91,0.58,2.95,4.16,2.54,0.52,0.8,0.83,30.26,15.19,15.09,60.19,60.91,60.97,1.86,2.39,2.4,4.0,3.37,3.38,1.12,1.12,1.67,11.31,11.66,22.37,5
425,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.51,7.35,13.54,1.77,1.55,2.19,0.71,0.74,0.24,3.25,4.76,2.84,0.55,0.82,0.85,64.26,32.19,32.09,48.19,48.91,48.97,1.86,2.39,2.4,4.16,3.53,3.54,1.36,1.24,1.91,12.71,13.06,25.17,7
426,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,7.31,7.15,13.14,1.43,1.38,1.85,0.76,0.79,0.34,3.05,4.36,2.64,0.52,0.79,0.83,38.26,19.19,19.09,48.19,48.91,48.97,1.86,2.39,2.4,4.13,3.5,3.51,1.22,1.17,1.77,11.81,12.16,23.37,6
427,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,10.41,10.25,19.34,1.65,1.49,2.07,0.9,0.93,0.62,2.85,3.96,2.44,0.58,0.86,0.86,12.26,6.19,6.09,32.19,32.91,32.97,1.87,2.4,2.41,3.9,3.27,3.28,1.36,1.24,1.91,11.01,11.36,21.77,6
428,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,10.01,9.85,18.54,1.13,1.23,1.55,1.01,1.04,0.84,2.25,2.76,1.84,0.57,0.84,0.86,18.26,9.19,9.09,30.19,30.91,30.97,1.87,2.4,2.41,3.88,3.25,3.26,1.44,1.28,1.99,9.71,10.06,19.17,5
429,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,13.71,13.55,25.94,1.77,1.55,2.19,1.31,1.34,1.44,3.35,4.96,2.94,0.6,0.88,0.88,26.26,13.19,13.09,35.19,35.91,35.97,1.87,2.4,2.41,3.74,3.11,3.12,1.44,1.28,1.99,10.81,11.16,21.37,6
430,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,11.41,11.25,21.34,0.57,0.95,0.99,1.15,1.18,1.12,3.05,4.36,2.64,0.56,0.84,0.85,12.26,6.19,6.09,24.19,24.91,24.97,1.87,2.4,2.41,3.79,3.16,3.17,2.04,1.58,2.59,11.41,11.76,22.57,7
431,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,8.71,8.55,15.94,1.19,1.26,1.61,1.03,1.06,0.88,3.15,4.56,2.74,0.58,0.85,0.86,42.26,21.19,21.09,66.19,66.91,66.97,1.87,2.4,2.4,3.89,3.26,3.27,1.36,1.24,1.91,9.61,9.96,18.97,5
432,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,12.81,12.65,24.14,0.83,1.08,1.25,1.37,1.4,1.56,3.25,4.76,2.84,0.58,0.86,0.87,24.26,12.19,12.09,24.19,24.91,24.97,1.86,2.39,2.4,3.64,3.01,3.02,1.54,1.33,2.09,13.21,13.56,26.17,6
433,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,13.21,13.05,24.94,0.87,1.1,1.29,1.31,1.34,1.44,3.25,4.76,2.84,0.61,0.89,0.88,12.26,6.19,6.09,18.19,18.91,18.97,1.87,2.4,2.41,3.8,3.17,3.18,1.22,1.17,1.77,9.91,10.26,19.57,5
434,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,11.31,11.15,21.14,0.91,1.12,1.33,1.23,1.26,1.28,4.15,6.56,3.74,0.58,0.86,0.86,44.26,22.19,22.09,54.19,54.91,54.97,1.87,2.4,2.41,3.79,3.16,3.17,2.02,1.57,2.57,10.31,10.66,20.37,6
435,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,13.21,13.05,24.94,0.87,1.1,1.29,1.31,1.34,1.44,3.25,4.76,2.84,0.61,0.89,0.88,12.26,6.19,6.09,18.19,18.91,18.97,1.87,2.4,2.41,3.8,3.17,3.18,1.22,1.17,1.77,9.91,10.26,19.57,5
436,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,8.91,8.75,16.34,1.43,1.38,1.85,0.98,1.01,0.78,2.95,4.16,2.54,0.55,0.82,0.85,76.26,38.19,38.09,62.19,62.91,62.97,1.86,2.39,2.4,3.9,3.27,3.28,1.36,1.24,1.91,10.61,10.96,20.97,6
437,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,12.01,11.85,22.54,0.99,1.16,1.41,1.41,1.44,1.64,4.15,6.56,3.74,0.56,0.84,0.85,12.26,6.19,6.09,22.19,22.91,22.97,1.87,2.4,2.41,3.81,3.18,3.19,1.56,1.34,2.11,11.61,11.96,22.97,6
438,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,11.31,11.15,21.14,0.91,1.12,1.33,1.23,1.26,1.28,4.15,6.56,3.74,0.58,0.86,0.86,44.26,22.19,22.09,54.19,54.91,54.97,1.87,2.4,2.41,3.79,3.16,3.17,2.02,1.57,2.57,10.31,10.66,20.37,6
439,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,7.91,7.75,14.34,1.33,1.33,1.75,0.86,0.89,0.54,2.45,3.16,2.04,0.55,0.83,0.85,14.26,7.19,7.09,50.19,50.91,50.97,1.86,2.39,2.4,3.72,3.09,3.1,1.44,1.28,1.99,9.71,10.06,19.17,5
440,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,13.51,13.35,25.54,0.71,1.02,1.13,1.4,1.43,1.62,3.15,4.56,2.74,0.57,0.85,0.86,12.26,6.19,6.09,29.19,29.91,29.97,1.87,2.4,2.41,3.52,2.89,2.9,1.88,1.5,2.43,10.21,10.56,20.17,8
441,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,12.81,12.65,24.14,0.89,1.11,1.31,1.33,1.36,1.48,3.1,4.46,2.69,0.56,0.84,0.86,14.26,7.19,7.09,27.19,27.91,27.97,1.87,2.4,2.41,3.7,3.07,3.08,1.6,1.36,2.15,11.71,12.06,23.17,6
442,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,16.51,16.35,31.54,1.46,1.4,1.88,1.44,1.47,1.7,4.65,7.56,4.24,0.63,0.9,0.89,12.26,6.19,6.09,43.19,43.91,43.97,1.87,2.41,2.42,3.59,2.96,2.97,1.6,1.36,2.15,11.61,11.96,22.97,7
443,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,10.91,10.75,20.34,0.97,1.15,1.39,1.17,1.2,1.16,3.65,5.56,3.24,0.58,0.86,0.86,22.26,11.19,11.09,19.19,19.91,19.97,1.86,2.39,2.4,3.87,3.24,3.25,1.5,1.31,2.05,12.01,12.36,23.77,7
444,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,6.21,6.05,10.94,1.23,1.28,1.65,0.69,0.72,0.2,2.65,3.56,2.24,0.54,0.81,0.84,10.26,5.19,5.09,27.19,27.91,27.97,1.86,2.39,2.4,4.21,3.58,3.59,1.92,1.52,2.47,12.91,13.26,25.57,7
445,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,10.41,10.25,19.34,1.56,1.45,1.98,0.78,0.81,0.38,3.05,4.36,2.64,0.59,0.86,0.87,12.26,6.19,6.09,31.19,31.91,31.97,1.87,2.4,2.41,3.87,3.24,3.25,1.36,1.24,1.91,10.51,10.86,20.77,6
446,12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,13.41,13.25,25.34,0.85,1.09,1.27,1.28,1.31,1.38,3.55,5.36,3.14,0.59,0.87,0.87,62.26,31.19,31.09,72.19,72.91,72.97,1.87,2.4,2.41,3.74,3.11,3.12,1.7,1.41,2.25,10.91,11.26,21.57,5
447,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,10.21,10.05,18.94,1.05,1.19,1.47,0.97,1.0,0.76,3.05,4.36,2.64,0.68,0.96,0.91,12.26,6.19,6.09,16.19,16.91,16.97,1.86,2.39,2.4,3.86,3.23,3.24,1.68,1.4,2.23,11.61,11.96,22.97,5
448,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,9.51,9.35,17.54,1.15,1.24,1.57,0.9,0.93,0.62,2.95,4.16,2.54,0.63,0.9,0.89,14.26,7.19,7.09,27.19,27.91,27.97,1.86,2.39,2.4,3.84,3.21,3.22,1.36,1.24,1.91,10.61,10.96,20.97,6
449,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,12.81,12.65,24.14,0.87,1.1,1.29,1.37,1.4,1.56,3.75,5.76,3.34,0.62,0.89,0.88,34.26,17.19,17.09,35.19,35.91,35.97,1.87,2.4,2.41,3.74,3.11,3.12,1.46,1.29,2.01,11.21,11.56,22.17,6
450,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,12.81,12.65,24.14,0.87,1.1,1.29,1.37,1.4,1.56,3.75,5.76,3.34,0.62,0.89,0.88,34.26,17.19,17.09,35.19,35.91,35.97,1.87,2.4,2.41,3.74,3.11,3.12,1.46,1.29,2.01,11.21,11.56,22.17,6
451,8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,9.31,9.15,17.14,0.83,1.08,1.25,1.21,1.24,1.24,2.75,3.76,2.34,1.25,1.53,1.2,18.26,9.19,9.09,26.19,26.91,26.97,1.87,2.4,2.41,3.7,3.07,3.08,2.36,1.74,2.91,9.51,9.86,18.77,6
452,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,7.71,7.55,13.94,1.21,1.27,1.63,0.71,0.74,0.24,2.65,3.56,2.24,0.6,0.87,0.87,36.26,18.19,18.09,35.19,35.91,35.97,1.86,2.39,2.4,4.08,3.45,3.46,1.5,1.31,2.05,10.41,10.76,20.57,6
453,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,11.31,11.15,21.14,0.75,1.04,1.17,1.31,1.34,1.44,3.75,5.76,3.34,0.6,0.87,0.87,10.26,5.19,5.09,22.19,22.91,22.97,1.87,2.4,2.41,3.9,3.27,3.28,1.72,1.42,2.27,11.61,11.96,22.97,7
454,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,7.91,7.75,14.34,0.55,0.94,0.97,1.08,1.11,0.98,2.55,3.36,2.14,0.55,0.83,0.85,42.26,21.19,21.09,67.19,67.91,67.97,1.86,2.39,2.4,4.14,3.51,3.52,1.5,1.31,2.05,11.51,11.86,22.77,5
455,11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,12.21,12.05,22.94,1.33,1.33,1.75,1.35,1.38,1.52,6.15,10.56,5.74,0.6,0.88,0.87,12.26,6.19,6.09,19.19,19.91,19.97,1.87,2.4,2.41,3.86,3.23,3.24,1.62,1.37,2.17,13.81,14.16,27.37,8
456,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,9.81,9.65,18.14,1.27,1.3,1.69,1.07,1.1,0.96,3.25,4.76,2.84,0.62,0.89,0.88,10.26,5.19,5.09,22.19,22.91,22.97,1.87,2.4,2.41,4.01,3.38,3.39,1.4,1.26,1.95,10.71,11.06,21.17,5
457,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,10.11,9.95,18.74,1.35,1.34,1.77,0.89,0.92,0.6,3.65,5.56,3.24,0.62,0.9,0.88,58.26,29.19,29.09,65.19,65.91,65.97,1.87,2.4,2.41,3.92,3.29,3.3,1.4,1.26,1.95,10.01,10.36,19.77,5
458,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,11.31,11.15,21.14,0.75,1.04,1.17,1.31,1.34,1.44,3.75,5.76,3.34,0.6,0.87,0.87,10.26,5.19,5.09,22.19,22.91,22.97,1.87,2.4,2.41,3.9,3.27,3.28,1.72,1.42,2.27,11.61,11.96,22.97,7
459,11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,12.51,12.35,23.54,1.25,1.29,1.67,1.34,1.37,1.5,3.15,4.56,2.74,0.58,0.85,0.86,20.26,10.19,10.09,47.19,47.91,47.97,1.87,2.4,2.41,3.89,3.26,3.27,1.38,1.25,1.93,9.41,9.76,18.57,3
460,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,10.11,9.95,18.74,0.95,1.14,1.37,1.2,1.23,1.22,3.25,4.76,2.84,0.59,0.87,0.87,28.26,14.19,14.09,23.19,23.91,23.97,1.87,2.4,2.41,3.99,3.36,3.37,1.46,1.29,2.01,11.71,12.06,23.17,6
461,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,9.21,9.05,16.94,1.32,1.33,1.74,0.9,0.93,0.62,3.55,5.36,3.14,0.6,0.88,0.87,12.26,6.19,6.09,19.19,19.91,19.97,1.87,2.4,2.41,3.9,3.27,3.28,1.46,1.29,2.01,9.71,10.06,19.17,5
462,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,11.91,11.75,22.34,0.61,0.97,1.03,1.36,1.39,1.54,3.5,5.26,3.09,0.6,0.87,0.87,20.26,10.19,10.09,25.19,25.91,25.97,1.87,2.39,2.4,3.82,3.19,3.2,1.46,1.29,2.01,12.21,12.56,24.17,5
463,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,9.01,8.85,16.54,1.41,1.37,1.83,1.38,1.41,1.58,3.15,4.56,2.74,0.62,0.9,0.89,50.26,25.19,25.09,129.19,129.91,129.97,1.87,2.39,2.4,3.72,3.09,3.1,1.3,1.21,1.85,9.41,9.76,18.57,5
464,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,12.41,12.25,23.34,0.72,1.03,1.14,1.22,1.25,1.26,3.05,4.36,2.64,0.6,0.87,0.87,10.26,5.19,5.09,15.19,15.91,15.97,1.87,2.4,2.41,3.62,2.99,3.0,1.64,1.38,2.19,9.61,9.96,18.97,6
465,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,10.91,10.75,20.34,0.67,1.0,1.09,1.08,1.11,0.98,3.85,5.96,3.44,0.62,0.9,0.89,20.26,10.19,10.09,26.19,26.91,26.97,1.87,2.4,2.41,4.12,3.49,3.5,2.06,1.59,2.61,10.11,10.46,19.97,5
466,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,11.21,11.05,20.94,1.09,1.21,1.51,1.1,1.13,1.02,2.95,4.16,2.54,0.57,0.84,0.86,42.26,21.19,21.09,51.19,51.91,51.97,1.87,2.4,2.41,3.8,3.17,3.18,1.68,1.4,2.23,11.91,12.26,23.57,6
467,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,9.71,9.55,17.94,1.01,1.17,1.43,1.13,1.16,1.08,3.55,5.36,3.14,0.56,0.83,0.85,14.26,7.19,7.09,18.19,18.91,18.97,1.86,2.39,2.4,3.96,3.33,3.34,1.82,1.47,2.37,14.41,14.76,28.57,6
468,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,12.31,12.15,23.14,0.81,1.07,1.23,1.37,1.4,1.56,3.05,4.36,2.64,0.61,0.88,0.88,12.26,6.19,6.09,21.19,21.91,21.97,1.87,2.4,2.41,3.81,3.18,3.19,1.48,1.3,2.03,9.61,9.96,18.97,6
469,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,9.61,9.45,17.74,1.73,1.53,2.15,0.7,0.73,0.22,2.15,2.56,1.74,0.57,0.84,0.86,72.26,36.19,36.09,48.19,48.91,48.97,1.86,2.39,2.4,3.84,3.21,3.22,1.4,1.26,1.95,10.21,10.56,20.17,5
470,13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,13.91,13.75,26.34,0.73,1.03,1.15,1.33,1.36,1.48,3.55,5.36,3.14,0.61,0.89,0.88,30.26,15.19,15.09,47.19,47.91,47.97,1.87,2.4,2.41,3.69,3.06,3.07,1.46,1.29,2.01,11.01,11.36,21.77,5
471,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,10.51,10.35,19.54,1.17,1.25,1.59,1.1,1.13,1.02,3.35,4.96,2.94,0.59,0.87,0.87,50.26,25.19,25.09,52.19,52.91,52.97,1.87,2.39,2.4,3.84,3.21,3.22,1.66,1.39,2.21,11.81,12.16,23.37,6
472,12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,13.41,13.25,25.34,0.83,1.08,1.25,1.23,1.26,1.28,3.55,5.36,3.14,0.59,0.87,0.87,50.26,25.19,25.09,68.19,68.91,68.97,1.87,2.4,2.41,3.79,3.16,3.17,1.88,1.5,2.43,10.81,11.16,21.37,6
473,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,10.81,10.65,20.14,0.79,1.06,1.21,1.23,1.26,1.28,3.05,4.36,2.64,0.55,0.83,0.85,10.26,5.19,5.09,14.19,14.91,14.97,1.87,2.39,2.4,3.9,3.27,3.28,1.82,1.47,2.37,11.01,11.36,21.77,5
474,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,11.41,11.25,21.34,0.65,0.99,1.07,1.19,1.22,1.2,2.65,3.56,2.24,0.59,0.86,0.87,20.26,10.19,10.09,24.19,24.91,24.97,1.87,2.4,2.41,3.84,3.21,3.22,2.02,1.57,2.57,9.81,10.16,19.37,6
475,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,10.51,10.35,19.54,1.45,1.39,1.87,0.92,0.95,0.66,3.15,4.56,2.74,0.6,0.88,0.87,10.26,5.19,5.09,28.19,28.91,28.97,1.87,2.4,2.41,3.78,3.15,3.16,1.44,1.28,1.99,10.61,10.96,20.97,5
476,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,10.21,10.05,18.94,0.63,0.98,1.05,1.09,1.12,1.0,2.95,4.16,2.54,0.61,0.89,0.88,12.26,6.19,6.09,16.19,16.91,16.97,1.87,2.4,2.41,3.92,3.29,3.3,1.64,1.38,2.19,10.11,10.46,19.97,5
477,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,11.31,11.15,21.14,0.57,0.95,0.99,1.17,1.2,1.16,2.75,3.76,2.34,0.58,0.85,0.86,12.26,6.19,6.09,20.19,20.91,20.97,1.87,2.4,2.41,3.82,3.19,3.2,2.36,1.74,2.91,11.41,11.76,22.57,6
478,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,10.51,10.35,19.54,1.45,1.39,1.87,0.92,0.95,0.66,3.15,4.56,2.74,0.6,0.88,0.87,10.26,5.19,5.09,28.19,28.91,28.97,1.87,2.4,2.41,3.78,3.15,3.16,1.44,1.28,1.99,10.61,10.96,20.97,5
479,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,10.31,10.15,19.14,1.46,1.4,1.88,0.79,0.82,0.4,3.65,5.56,3.24,0.58,0.86,0.86,12.26,6.19,6.09,31.19,31.91,31.97,1.87,2.4,2.41,3.83,3.2,3.21,1.64,1.38,2.19,10.51,10.86,20.77,6
480,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,11.51,11.35,21.54,0.65,0.99,1.07,1.07,1.1,0.96,16.45,31.16,16.04,0.57,0.84,0.86,12.26,6.19,6.09,23.19,23.91,23.97,1.87,2.41,2.42,3.76,3.13,3.14,1.56,1.34,2.11,9.61,9.96,18.97,5
